"","","","schizoaffective disorder | logorrhea","drug or therapy used for treatment"
"","","","8010","ZVG number"
"","","","lithium-13 | s-block | metal | alkali metal | lithium-10 | lithium-7 | lithium-5 | lithium-9 | lithium-8 | lithium-4 | lithium-10m2 | lithium-11 | lithium-3 | lithium-10m1 | lithium-6 | lithium-12","subclass of"
"","","","Lithium","Commons category"
"","","","alkali metal | group 1 | period 2 | lithiophilite","part of"
"","","","D01.268.549.450 | D01.552.528.480 | D01.552.547.290 | D01.268.557.290","MeSH tree code"
"","","","chemical element | lithophile","instance of"
"","","","1s² 2s¹ | [He] 2s¹","electron configuration"
"","","","bendroflumethiazide | chlorpromazine | imipramine | trimipramine | carbamazepin | triamterene | bumetanide | amitriptyline | theophylline monohydrate | pimozide | (RS)-sulpiride | haloperidol | chlorthalidone | levomepromazine | clomipramine | acetazolamide | periciazine | zuclopenthixol | methyldopa | spironolactone | vortioxetine | venlafaxine | fluphenazine | furosemide | risperidone | indapamide | droperidol | (RS)-citalopram | hydrochlorothiazide","significant drug interaction"
"","","","Małgorzata Kaczanowska | Antoine Nicolas Guntz | Q120605541","field of work"
"","","","2426 | 1317","boiling point"
"","","","453.7 | 357.3 | 180.5","melting point"
"","","","Small Brockhaus and Efron Encyclopedic Dictionary | Encyclopædia Britannica 11th edition | The New Student's Reference Work | Lithium | Q2041543 | Armenian Soviet Encyclopedia | Brockhaus and Efron Encyclopedic Dictionary | Great Soviet Encyclopedia (1926–1947) | Meyers Konversations-Lexikon, 4th edition (1885–1890)","described by source"
"","","","0.59 | 0.92 | 0.76","ionic radius"
"","","","Johan August Arfwedson","discoverer or inventor"
"","","","jadarite | spodumene | lepidolite | magnesium–lithium alloy | lithiophilite | hectorite | amblygonite | Al-Li","made from material"
"","","","schizoaffective disorder","medical condition treated"
"","","","Lithium Corporation of America | Standard Lithium Ltd","industry"
"","","","1","electronegativity"
"","","","Usine de Pomblière","production statistics"
"","","","Lithium","Commons gallery"
"","","","231-102-5","EC number"
"","","","546.381","Dewey Decimal Classification"
"","","","84.8","thermal conductivity"
"","","","9FN79X2M3F","UNII"
"","","","Vichy Catalan | Aigua de Vilajuïga | Malavella","has listed ingredient"
"","","","Samsung SPH-M300 | WIMM One | Samsung SPH-M100","source of energy"
"","","","3","atomic number"
"","","","3028194","PubChem CID"
"","","","3","molar fusion enthalpy"
"","","","Sweden","location of discovery"
"","","","Victoria Flexer","interested in"
"","","","29.1","standard molar entropy"
"","","","136","molar enthalpy of vaporization"
"","","","Li","chemical formula"
"","","","Li","element symbol"
"","","","1817-01-01T00:00:00Z","time of discovery or invention"
"","","","lithium–sulfur battery","contains"
"","","","lithium-ion battery","has use"
"","","","DTXCID101012138","DSSTOX compound identifier"
"","","","6.94","mass"
"","","","1","oxidation state"
"","","","0.534","density"
"","","","lithium atom","manifestation of"
"","","","C0023870","UMLS CUI"
