37, Rubidium, https://en.wikipedia.org/wiki/Rubidium,Q895,https://dbpedia.org/page/Rubidium
38, Strontium, https://en.wikipedia.org/wiki/Strontium,Q938,https://dbpedia.org/page/Strontium
39, Yttrium, https://en.wikipedia.org/wiki/Yttrium,Q941,https://dbpedia.org/page/Yttrium
40, Zirconium, https://en.wikipedia.org/wiki/Zirconium,Q1038,https://dbpedia.org/page/Zirconium
41, Niobium, https://en.wikipedia.org/wiki/Niobium,Q1046,https://dbpedia.org/page/Niobium
42, Molybdenum, https://en.wikipedia.org/wiki/Molybdenum,Q1053,https://dbpedia.org/page/Molybdenum
43, Technetium, https://en.wikipedia.org/wiki/Technetium,Q1054,https://dbpedia.org/page/Technetium
44, Ruthenium, https://en.wikipedia.org/wiki/Ruthenium,Q1086,https://dbpedia.org/page/Ruthenium
45, Rhodium, https://en.wikipedia.org/wiki/Rhodium,Q1087,https://dbpedia.org/page/Rhodium
46, Palladium, https://en.wikipedia.org/wiki/Palladium,Q1089,https://dbpedia.org/page/Palladium
47, Silver, https://en.wikipedia.org/wiki/Silver,Q1090,https://dbpedia.org/page/Silver
48, Cadmium, https://en.wikipedia.org/wiki/Cadmium,Q1091,https://dbpedia.org/page/Cadmium
49, Indium, https://en.wikipedia.org/wiki/Indium,Q1094,https://dbpedia.org/page/Indium
50, Tin, https://en.wikipedia.org/wiki/Tin,Q1096,https://dbpedia.org/page/Tin
51, Antimony, https://en.wikipedia.org/wiki/Antimony,Q1099,https://dbpedia.org/page/Antimony
52, Tellurium, https://en.wikipedia.org/wiki/Tellurium,Q1100,https://dbpedia.org/page/Tellurium
53, Iodine, https://en.wikipedia.org/wiki/Iodine,Q1103,https://dbpedia.org/page/Iodine
54, Xenon, https://en.wikipedia.org/wiki/Xenon,Q1106,https://dbpedia.org/page/Xenon
55, Caesium, https://en.wikipedia.org/wiki/Caesium,Q1108,https://dbpedia.org/page/Caesium
56, Barium, https://en.wikipedia.org/wiki/Barium,Q1112,https://dbpedia.org/page/Barium
57, Lanthanum, https://en.wikipedia.org/wiki/Lanthanum,Q1801,https://dbpedia.org/page/Lanthanum
58, Cerium, https://en.wikipedia.org/wiki/Cerium,Q1385,https://dbpedia.org/page/Cerium
59, Praseodymium, https://en.wikipedia.org/wiki/Praseodymium,Q1386,https://dbpedia.org/page/Praseodymium
60, Neodymium, https://en.wikipedia.org/wiki/Neodymium,Q1388,https://dbpedia.org/page/Neodymium
61, Promethium, https://en.wikipedia.org/wiki/Promethium,Q1809,https://dbpedia.org/page/Promethium
62, Samarium, https://en.wikipedia.org/wiki/Samarium,Q1819,https://dbpedia.org/page/Samarium
63, Europium, https://en.wikipedia.org/wiki/Europium,Q1396,https://dbpedia.org/page/Europium
64, Gadolinium, https://en.wikipedia.org/wiki/Gadolinium,Q1832,https://dbpedia.org/page/Gadolinium
65, Terbium, https://en.wikipedia.org/wiki/Terbium,Q1838,https://dbpedia.org/page/Terbium
66, Dysprosium, https://en.wikipedia.org/wiki/Dysprosium,Q1843,https://dbpedia.org/page/Dysprosium
67, Holmium, https://en.wikipedia.org/wiki/Holmium,Q1846,https://dbpedia.org/page/Holmium
68, Erbium, https://en.wikipedia.org/wiki/Erbium,Q1849,https://dbpedia.org/page/Erbium
69, Thulium, https://en.wikipedia.org/wiki/Thulium,Q1853,https://dbpedia.org/page/Thulium
70, Ytterbium, https://en.wikipedia.org/wiki/Ytterbium,Q1855,https://dbpedia.org/page/Ytterbium
71, Lutetium, https://en.wikipedia.org/wiki/Lutetium,Q1857,https://dbpedia.org/page/Lutetium
72, Hafnium, https://en.wikipedia.org/wiki/Hafnium,Q1119,https://dbpedia.org/page/Hafnium
73, Tantalum, https://en.wikipedia.org/wiki/Tantalum,Q1123,https://dbpedia.org/page/Tantalum
74, Tungsten, https://en.wikipedia.org/wiki/Tungsten,Q743,https://dbpedia.org/page/Tungsten
75, Rhenium, https://en.wikipedia.org/wiki/Rhenium,Q737,https://dbpedia.org/page/Rhenium
76, Osmium, https://en.wikipedia.org/wiki/Osmium,Q751,https://dbpedia.org/page/Osmium
77, Iridium, https://en.wikipedia.org/wiki/Iridium,Q877,https://dbpedia.org/page/Iridium
78, Platinum, https://en.wikipedia.org/wiki/Platinum,Q880,https://dbpedia.org/page/Platinum
79, Gold, https://en.wikipedia.org/wiki/Gold,Q897,https://dbpedia.org/page/Gold
80, Mercury, https://en.wikipedia.org/wiki/Mercury_(element),Q925,https://dbpedia.org/page/Mercury_(element)
81, Thallium, https://en.wikipedia.org/wiki/Thallium,Q932,https://dbpedia.org/page/Thallium
82, Lead, https://en.wikipedia.org/wiki/Lead,Q708,https://dbpedia.org/page/Lead
83, Bismuth, https://en.wikipedia.org/wiki/Bismuth,Q942,https://dbpedia.org/page/Bismuth
84, Polonium, https://en.wikipedia.org/wiki/Polonium,Q979,https://dbpedia.org/page/Polonium
85, Astatine, https://en.wikipedia.org/wiki/Astatine,Q999,https://dbpedia.org/page/Astatine
86, Radon, https://en.wikipedia.org/wiki/Radon,Q1133,https://dbpedia.org/page/Radon
87, Francium, https://en.wikipedia.org/wiki/Francium,Q671,https://dbpedia.org/page/Francium
88, Radium, https://en.wikipedia.org/wiki/Radium,Q1128,https://dbpedia.org/page/Radium
89, Actinium, https://en.wikipedia.org/wiki/Actinium,Q1121,https://dbpedia.org/page/Actinium
90, Thorium, https://en.wikipedia.org/wiki/Thorium,Q1115,https://dbpedia.org/page/Thorium
91, Protactinium, https://en.wikipedia.org/wiki/Protactinium,Q1109,https://dbpedia.org/page/Protactinium
92, Uranium, https://en.wikipedia.org/wiki/Uranium,Q1098,https://dbpedia.org/page/Uranium
93, Neptunium, https://en.wikipedia.org/wiki/Neptunium,Q1105,https://dbpedia.org/page/Neptunium
94, Plutonium, https://en.wikipedia.org/wiki/Plutonium,Q1102,https://dbpedia.org/page/Plutonium
95, Americium, https://en.wikipedia.org/wiki/Americium,Q1872,https://dbpedia.org/page/Americium
96, Curium, https://en.wikipedia.org/wiki/Curium,Q1876,https://dbpedia.org/page/Curium
97, Berkelium, https://en.wikipedia.org/wiki/Berkelium,Q1882,https://dbpedia.org/page/Berkelium
98, Californium, https://en.wikipedia.org/wiki/Californium,Q1888,https://dbpedia.org/page/Californium
99, Einsteinium, https://en.wikipedia.org/wiki/Einsteinium,Q1892,https://dbpedia.org/page/Einsteinium
100, Fermium, https://en.wikipedia.org/wiki/Fermium,Q1896,https://dbpedia.org/page/Fermium
101, Mendelevium, https://en.wikipedia.org/wiki/Mendelevium,Q1898,https://dbpedia.org/page/Mendelevium
102, Nobelium, https://en.wikipedia.org/wiki/Nobelium,Q1901,https://dbpedia.org/page/Nobelium
103, Lawrencium, https://en.wikipedia.org/wiki/Lawrencium,Q1905,https://dbpedia.org/page/Lawrencium
104, Rutherfordium, https://en.wikipedia.org/wiki/Rutherfordium,Q1226,https://dbpedia.org/page/Rutherfordium
105, Dubnium, https://en.wikipedia.org/wiki/Dubnium,Q1232,https://dbpedia.org/page/Dubnium
106, Seaborgium, https://en.wikipedia.org/wiki/Seaborgium,Q1234,https://dbpedia.org/page/Seaborgium
107, Bohrium, https://en.wikipedia.org/wiki/Bohrium,Q1249,https://dbpedia.org/page/Bohrium
108, Hassium, https://en.wikipedia.org/wiki/Hassium,Q1252,https://dbpedia.org/page/Hassium
109, Meitnerium, https://en.wikipedia.org/wiki/Meitnerium,Q1258,https://dbpedia.org/page/Meitnerium
110, Darmstadtium, https://en.wikipedia.org/wiki/Darmstadtium,Q1266,https://dbpedia.org/page/Darmstadtium
111, Roentgenium, https://en.wikipedia.org/wiki/Roentgenium,Q1272,https://dbpedia.org/page/Roentgenium
112, Copernicium, https://en.wikipedia.org/wiki/Copernicium,Q1278,https://dbpedia.org/page/Copernicium
113, Nihonium, https://en.wikipedia.org/wiki/Nihonium,Q1301,https://dbpedia.org/page/Nihonium
114, Flerovium, https://en.wikipedia.org/wiki/Flerovium,Q1302,https://dbpedia.org/page/Flerovium
115, Moscovium, https://en.wikipedia.org/wiki/Moscovium,Q1303,https://dbpedia.org/page/Moscovium
116, Livermorium, https://en.wikipedia.org/wiki/Livermorium,Q1304,https://dbpedia.org/page/Livermorium
117, Tennessine, https://en.wikipedia.org/wiki/Tennessine,Q1306,https://dbpedia.org/page/Tennessine
118, Oganesson, https://en.wikipedia.org/wiki/Oganesson,Q1307,https://dbpedia.org/page/Oganesson
