parent,parent
platform,platform,platforms
producer,producer,producers
publisher,publisher
tv,tv
award1pub,award1pub
organized,organized,organised
boards,boards,board
brand,brand,brands
commissionedBy,commissionedBy
designfirm,designfirm
employer,employer
foundry,foundry
parentOrganization,parentOrganization
board,boards,board
institution,organization,institution,institutions,organisation,education
affiliation,affiliations,organization,affiliation,participation
computingPlatform,computingPlatform
cpu,cpu
knownFor,knownFor
license,license,licensee
literaryGenre,literaryGenre
nonFictionSubject,nonFictionSubject
occupation,occupation
operatingSystem,operatingSystem
owningCompany,owningCompany
parentCompany,parentCompany
parentOrganisation,parentOrganisation
primaryTopic,primaryTopic
brands,brand,brands
b,b,c
commons,commons
d,d,id
divisions,divisions,division
footnotes,footnotes
logoAlt,logoAlt
n,n
portal,portal
q,q
reason,reason
s,s
species,species
style,style
text,text
tradeName,tradeName
v,v
wikt,wikt
hypernym,hypernym
division,divisions,division
commercial,commercial
currentStatus,currentStatus
founder,founders,founder
language,language
logoCaption,logoCaption
programmingLanguage,programmingLanguage
registration,registration
screenshot,screenshot
sign,sign
collapsetext,collapsetext
collapsible,collapsible
licensee,license,licensee
platforms,platform,platforms
rev,rev
nativeClients,nativeClients
tradingName,tradingName
owners,owners
registry,registry
location,location,locations
successor,successor,predecessor,successors
foundation,organization,foundation
soc,soc
workInstitutions,workInstitutions
graphics,graphics
partners,partners,partner
stockrow,stockrow
xaxistitle,xaxistitle
y1title,y1title
yaxismin,yaxismin
yaxistitle,yaxistitle
border,border
height,height
locationCountry,locationCountry
x,x
y,y
ta,ta
workInstitution,workInstitution
previousowners,previousowners
sponsor,sponsor,sponsors
institutions,affiliations,organization,institution,institutions,organisation
patrons,patrons
award,award,awards
predecessor,successor,predecessor,predecessors
currentTenants,currentTenants
operator,operator,operators
operators,operator,operators
opponents,opponents,opponent
companies,company,companies,industries
contractors,contractors
customValue,customValue
significantBuilding,significantBuilding
funding,funding
recordLabel,recordLabel
creator,creator
free,free
presenter,presenter
producedby,producedby
footer,footer
nasdaq,nasdaq
sponsors,sponsor,sponsors
ratio,ratio
aum,aum
predecessors,predecessor,predecessors,successors
assetUnderManagement,assetUnderManagement
office,office
formerNames,formerNames
thirdTeam,thirdTeam
locations,location,locations
areasServed,areasServed
client,client
projectParticipant,projectParticipant
space,space
data,data
academicDiscipline,academicDiscipline
currentMember,currentMember
titlestyle,titlestyle
toggle,toggle
left,left
titlebar,titlebar
float,float
state,state
successors,successor,predecessors,successors
opponent,opponents,opponent
manufacturers,manufacturer,manufacturers
colwidth,colwidth
organised,organized,organised
1a,1a,2a
1p,1p,2p
1pp,1pp
1y,1y
2a,1a,2a
2p,1p,2p
2pp,2pp
2y,2y
fmt,fmt
index,index
p,p
startYear,startYear
value,value
artist,artist
label,label,labels
origin,origin
shipOwner,shipOwner
studio,studio
advertising,advertising
currentOwner,currentOwner
initiator,initiator
issuingAuthority,issuingAuthority
licensedfrom,licensedfrom
productionCompany,productionCompany
associatedBand,associatedBand
associatedMusicalArtist,associatedMusicalArtist
carrier,carrier,carriers
captionAlign,captionAlign
footerAlign,footerAlign
aux,aux
importantStation,importantStation
dir,dir
tvstation,tvstation
management,management
networkEn,networkEn
needed,needed
modem,modem
processor,processor,processors
soldby,soldby
sound,sound
developers,developer,developers
regionServed,regionServed
image2Caption,image2Caption
managerclubs,managerclubs
processors,processor,processors
managerClub,managerClub
team,team,teams
fid,fid
content,content
sizeFrom,sizeFrom
members,members
boardOfDirectors,boardOfDirectors
inventName,inventName
titleSponsor,titleSponsor
patron,patron
place,place
sp,sp
carriers,carrier,carriers
connectivity,connectivity
currentposition,currentposition
networks,network,networks
carrier(s)_,carrier(s)_
position,position
production,production
technicalServiceProvider,technicalServiceProvider
markTitle,markTitle
copyright,copyright
designers,designer,designers,design
by,by
header,header
rating,rating
proteam,proteam
bot,bot
fixAttempted,fixAttempted
lsp,lsp
builders,builders,builder
launchContractor,launchContractor
designGroup,designGroup
laterwork,laterwork
profession,profession
builder,builders,builder
credits,credits
companyType,companyType
description,description
filename,filename
imageStyle,imageStyle
numUsers,numUsers
soundRecording,soundRecording
engine,engine
ownership,ownership
psUnitsManuModel,psUnitsManuModel
engineType,engineType
powerType,powerType
address,address
notableRestaurants,notableRestaurants
fate,fate
side,side
curator,curator
moreUsers,moreUsers
primaryUser,primaryUser
road,road
aircraftType,aircraftType
manufacturier,manufacturier
trademarkregistrations,trademarkregistrations
creatorOfDish,creatorOfDish
agency,agency
plantOperator,plantOperator
certain,certain
hoovers,hoovers
thTechnology,thTechnology
tractionmotors,tractionmotors
design,designers,design
eng1Name,eng1Name
invented,invented
npReactorSupplier,npReactorSupplier
plantTurbines,plantTurbines
psUnitsOperational,psUnitsOperational
spacecraft,spacecraft
routeEnd,routeEnd
url,url
secondTeam,secondTeam
video,video
headerimage,headerimage
profit,profit
predecessorLine,predecessorLine
target,target
administrator,administrator
birthPlace,birthPlace
birthDate,birthDate
works,works
awards,award,awards
birthName,birthName
children,children,child
yearsActive,yearsActive
display,display
activeYearsStartYear,activeYearsStartYear
birthYear,birthYear
associatedActs,associatedActs
director,director
extra,extra
note,note
starring,starring
writer,author,writer
composer,composer
executiveProducer,executiveProducer
formerBandMember,formerBandMember
musicComposer,musicComposer
narrator,narrator
openingTheme,openingTheme
signature,signature
after,after,before
almaMater,almaMater
before,after,before
c,b,c
class,class
id,d,id
m,m
mw,mw
spouse,spouse
years,years
2data,2data
chronology,chronology
mostAwards,mostAwards
music,music
module,module
bgcolor,bgcolor
citizenship,citizenship
father,father,mother
mother,father,mother
otherNames,otherNames
relatives,relatives,relative
alias,alias
relative,relatives,relative,relation
portrayer,portrayer
child,children,child
qalign,qalign
quoted,quoted
currentMembers,currentMembers
genre,genre
landscape,landscape
salign,salign
acts,acts
anthem,anthem
birthname,birthname
party,party
relations,relations,relation
relation,relative,relations,relation,declination
leaderName,leaderName
person,person
commonscat,commonscat
fontsize,fontsize
parents,parents
halftime,halftime
mostNominations,mostNominations
holder,holder
endorsedBy,endorsedBy
headliner,headliner,headliners
otherp,otherp
rtitle,rtitle
bandMember,bandMember
voice,voice,voices
pastMembers,pastMembers
hometown,hometown
spinoffs,spinoffs
participation,affiliations,organization,affiliation,participation,organisation
pastMemberOf,pastMemberOf
contentstyle,contentstyle
format,format
imageUpright,imageUpright
pos,pos
hosts,hosts,host
notableWork,notableWork
showJudge,showJudge
basedOn,basedOn
lyrics,lyrics
musicBy,musicBy
headerAlign,headerAlign
allWriting,allWriting
host,hosts,host
participants,participants
nationality,nationality
activeYearsEndYear,activeYearsEndYear
shortsummary,shortsummary
voices,voice,voices
actor,actor
entrant,entrant
deathPlace,deathPlace
nickname,nickname
notableWorks,notableWorks
spinoffOf,spinoffOf
youthclubs,youthclubs
youthyears,youthyears
fullname,fullname
goals,goals
caps,caps
clubUpdate,clubUpdate
clubs,clubs
nationalcaps,nationalcaps
nationalgoals,nationalgoals
nationalteam,nationalteam
nationalteamUpdate,nationalteamUpdate
nationalyears,nationalyears
careerStation,careerStation
lw,lw
captain,captain
lcf,lcf
rcf,rcf
ss,ss
topScorer,topScorer
manOfTheMatch1a,manOfTheMatch1a
manOfTheMatch1b,manOfTheMatch1b
leagueTopscorer,leagueTopscorer
seasonTopscorer,seasonTopscorer
topGoalScorer,topGoalScorer
motm,motm
ambassadors,ambassadors
bracesPlayer,bracesPlayer
firstHatTrickPlayer,firstHatTrickPlayer
hatTricksPlayer,hatTricksPlayer
mostCaps,mostCaps
mostGoalsAssistsPlayer,mostGoalsAssistsPlayer
mostGoalsPlayerMatchPlayer,mostGoalsPlayerMatchPlayer
mostGoalsPlayerPlayer,mostGoalsPlayerPlayer
oldestScorerPlayer,oldestScorerPlayer
penaltiesMissedPlayer,penaltiesMissedPlayer
penaltiesScoredPlayer,penaltiesScoredPlayer
partner,partners,partner
notableworks,notableworks
organisation,organization,institution,institutions,participation,organisation
bg,bg
agent,agent
bordercolor,bordercolor
fg,fg
chairman,chairman
rcm,rcm
rm,rm
education,institution,education
afterElection,afterElection
lyricist,lyricist
writers,writers,authors
family,family
weight,weight
bowlgames,bowlgames
currentnumber,currentnumber
heightft,heightft
heightin,heightin
highlights,highlights
highschool,highschool
major,major
pastschools,pastschools
rd1Team,rd1Team
engvoice,engvoice
honorificSuffix,honorificSuffix
postmatch,postmatch
prematch,prematch
medium,medium
story,story
honorificPrefix,honorificPrefix
allMusic,allMusic
guests,guests
themeMusicComposer,themeMusicComposer
creatorname,creatorname
programmeFormat,programmeFormat
nick,nick
ko,ko
next,next
rows,rows
section,section
total,total
wins,wins
decWins,decWins
koWins,koWins
nonscore,nonscore
reach,reach
last,last
fighter,fighter
imdbId,imdbId
bestActor,bestActor
core#exactMatch,core#exactMatch
cinematography,cinematography
creators,creators
editing,editing
influenced,influenced,influences
halign,halign
candidate,candidate
influences,influenced,influences
influencedBy,influencedBy
screenplay,screenplay
deathDate,deathDate
deathYear,deathYear
authors,writers,authors
television,television
compiler,compiler
optionName,optionName
domesticPartner,domesticPartner
judges,judges
headliners,headliner,headliners
active,active
domesticpartner,domesticpartner
username,username
archiveDate,archiveDate
archiveUrl,archiveUrl
small,small
signatureSize,signatureSize
stat1label,stat1label
stat1value,stat1value
stat2label,stat2label
stat2value,stat2value
stat3label,stat3label
stat3value,stat3value
weightLb,weightLb
champion,champion
heightFt,heightFt
heightIn,heightIn
leader,leader
highSchool,highSchool
bbr,bbr
careerEnd,careerEnd
careerNumber,careerNumber
careerPosition,careerPosition
careerStart,careerStart
draftPick,draftPick
draftRound,draftRound
draftTeam,draftTeam
draftYear,draftYear
heightFootnote,heightFootnote
hofPlayer,hofPlayer
nba,nba
mvp,mvp
hofers,hofers
assist,assist
finalsMvp,finalsMvp
seeAlso,seeAlso
supportAct,supportAct
bestActress,bestActress
league,league
number,number
record,record
topPick,topPick
assistsLeader,assistsLeader
clubnumber,clubnumber
currentclub,currentclub
topGoalscorer,topGoalscorer
youngestScorerPlayer,youngestScorerPlayer
namedafter,namedafter
player,player
mostAssistsPlayer,mostAssistsPlayer
mostConvertedFreeKicksPlayer,mostConvertedFreeKicksPlayer
mostPlayerAppearances,mostPlayerAppearances
currentMemberOf,currentMemberOf
loser,loser
branch,branch
percentage,percentage
rank,rank
termEnd,termEnd
termStart,termStart
votes,votes
winner,winner
otherparty,otherparty
militaryService,militaryService
termPeriod,termPeriod
torchLighter,torchLighter
cand,cand
callsignMeaning,callsignMeaning
coach,coach
other,other
1namedata,1namedata
flagbearer,flagbearer
shipSponsor,shipSponsor
allLyrics,allLyrics
teleplay,teleplay
stat21label,stat21label
stat21value,stat21value
stat22label,stat22label
stat22value,stat22value
stat2league,stat2league
statleague,statleague
statsLeague,statsLeague
statyear,statyear
throws,throws
college,college
draftpick,draftpick
draftround,draftround
draftyear,draftyear
finaldate,finaldate
teams,team,teams
weightLbs,weightLbs
bats,bats
debut2league,debut2league
debut2team,debut2team
debut2year,debut2year
debutdate,debutdate
debutleague,debutleague
debutteam,debutteam
debutyear,debutyear
draftteam,draftteam
fibaHofPlayer,fibaHofPlayer
finalleague,finalleague
finalteam,finalteam
finalyear,finalyear
mostwins,mostwins
president,president
playeroftheyear,playeroftheyear
ownerNames,ownerNames
mostrecent,mostrecent
firstBracePlayer,firstBracePlayer
firstGoalPlayer,firstGoalPlayer
latestGoalPlayer,latestGoalPlayer
background,background
award1Winner,award1Winner
narrated,narrated
religion,religion
imagesize,imagesize
restaurants,restaurants
motto,motto
notes,notes
crest,crest
escutcheon,escutcheon
organisers,organisers
5optionName,5optionName
notableMembers,notableMembers
singlestitles,singlestitles
turnedpro,turnedpro
usopendoublesresult,usopendoublesresult
usopenresult,usopenresult
wimbledondoublesresult,wimbledondoublesresult
wimbledonresult,wimbledonresult
residence,residence
retired,retired
lost,lost
won,won
australianopendoublesresult,australianopendoublesresult
australianopenresult,australianopenresult
careerprizemoney,careerprizemoney
daviscupresult,daviscupresult
doublestitles,doublestitles
frenchopendoublesresult,frenchopendoublesresult
frenchopenresult,frenchopenresult
highestdoublesranking,highestdoublesranking
highestsinglesranking,highestsinglesranking
hopmancupresult,hopmancupresult
integer,integer
masterscupresult,masterscupresult
medaltemplatesExpand,medaltemplatesExpand
medaltemplatesTitle,medaltemplatesTitle
olympicsdoublesresult,olympicsdoublesresult
olympicsresult,olympicsresult
othertournaments,othertournaments
othertournamentsdoubles,othertournamentsdoubles
plays,plays
careerPrizeMoney,careerPrizeMoney
singlesWins,singlesWins
gold,gold,silver
silver,gold,silver
team2Abbrev,team2Abbrev
coachplayers,coachplayers
doublesWins,doublesWins
menMostS,menMostS
mostYears,mostYears
playerWins,playerWins
goldMedalist,goldMedalist
silverMedalist,silverMedalist
championInDoubleMale,championInDoubleMale
championInSingleMale,championInSingleMale
restingPlace,restingPlace
ft,ft
in,in
cbbaskhofYear,cbbaskhofYear
draftLeague,draftLeague
espn,espn
nbaHistorical,nbaHistorical
portrayedBy,portrayedBy
group,group
theme,theme
editor,editor
adaptedBy,adaptedBy
directedby,directedby
indent,indent
blankData,blankData
opentheme,opentheme
show,show
namedAfter,namedAfter
collections,collections
beforeElection,beforeElection
usopen,usopen
wghofid,wghofid
wghofyear,wghofyear
yearpro,yearpro
open,open
year,year,month
pga,pga
tour,tour
asiawins,asiawins
auswins,auswins
awardssection,awardssection
eurowins,eurowins
japwins,japwins
majorwins,majorwins
masters,masters
otherwins,otherwins
pgawins,pgawins
prowins,prowins
winsAtAsia,winsAtAsia
winsAtPGA,winsAtPGA
winsAtAus,winsAtAus
winsAtJapan,winsAtJapan
winsAtOtherTournaments,winsAtOtherTournaments
winsAtProTournaments,winsAtProTournaments
winsInEurope,winsInEurope
awaycaptain,awaycaptain
link,link
nocat,nocat
audioReadBy,audioReadBy
directed,directed
help,help
bSearch,bSearch
book,book
vSearch,vSearch
wiktSearch,wiktSearch
containerOnly,containerOnly
lcheading,lcheading
onlinebooks,onlinebooks
isPartOf,isPartOf
thFuelPrimary,thFuelPrimary
volumeNote,volumeNote
atmosphereComposition,atmosphereComposition
chemical,chemical
fuelSource,fuelSource
naturalResources,naturalResources
contaminants,contaminants
reflector,reflector
fields,fields,field
formula,formula
industries,industry,companies,industries
composition,composition
melt,melt
related,related
doi,doi
first,first
isbn,isbn
pages,pages,page
talk,talk
volume,volume
field,fields,field
opt4n,opt4n
filling,filling
chassis,chassis
impurities,impurities
blockAlloy,blockAlloy
carbody,carbody
head,head
material,material,materials
block,block
exportGoods,exportGoods
automobilePlatform,automobilePlatform
headAlloy,headAlloy
bodyStyle,bodyStyle
shipNamesake,shipNamesake
core#narrower,core#narrower
hotSpringType,hotSpringType
namedFor,namedFor
colour,colour,colours
weapons,weapons
developmentCode,developmentCode
treatment,treatment,medication
medicalCause,medicalCause
medication,treatment,medication
valves,valves
structuralSystem,structuralSystem
compositionSecondary,compositionSecondary
etymology,etymology
lithology,lithology
battleHonours,battleHonours
construction,construction
drum,drum
constructionMaterial,constructionMaterial
blankInfoSec,blankInfoSec
commodity,commodity
materials,material,materials
mineral,mineral
otherlithology,otherlithology
currency,currency
region,region
ew,ew
ns,ns
category,category
nams,nams
opt2n,opt2n
pams,pams
causes,causes
risks,risks
with,with
opt1n,opt1n
opt3n,opt3n
mainIngredient,mainIngredient
primaryMaterial,primaryMaterial
ingredient,ingredient
cs1Dates,cs1Dates
sSearch,sSearch
colours,colour,colours
meaning,meaning
peggedWith,peggedWith
ramtype,ramtype
keel,keel
btype,btype
wordOrigin,wordOrigin
element,element
wikiPageInterLanguageLink,wikiPageInterLanguageLink
a,a
w,w
end,end
nSearch,nSearch
e,e
u,u
stardistancely,stardistancely
stardistancepc,stardistancepc
starmagnitude,starmagnitude
symbolism,symbolism
abbreviation,abbreviation
month,year,month
arearank,arearank
areatotal,areatotal
bordering,bordering
brighteststarname,brighteststarname
dec,dec
genitive,genitive
latmax,latmax
latmin,latmin
meteorshowers,meteorshowers
neareststarname,neareststarname
numberbfstars,numberbfstars
numberbrightstars,numberbrightstars
numbermainstars,numbermainstars
numbermessierobjects,numbermessierobjects
numbernearbystars,numbernearbystars
numberstarsplanets,numberstarsplanets
pronounce,pronounce
ra,ra
neighbourConstellations,neighbourConstellations
constellation,constellation
constell,constell
constellationName,constellationName
page,pages,page
wstitle,wstitle
quadrant,quadrant
declination,relation,declination
constel,constel
mascot,mascot
budget,budget
country,country
gross,gross
runtime,runtime
prevTitle,prevTitle
lastAppearance,lastAppearance
album,album
nextTitle,nextTitle
productionCompanies,productionCompanies
series,series
previousWork,previousWork
subsequentWork,subsequentWork
dSearch,dSearch
prevYear,prevYear
released,released
firstMajor,firstMajor
collapsed,collapsed
extraColumn,extraColumn
length,length
misc,misc
nextYear,nextYear
totalLength,totalLength
producers,producer,producers
recorded,recorded
labels,label,labels
lastMajor,lastMajor
urlStatus,urlStatus
accessDate,accessDate
count,count
ref,ref
score,score
average,average
consensus,consensus
bestActorFilm,bestActorFilm
