72, 274, Seychelles magpie-robin, https://en.wikipedia.org/wiki/Copsychus_sechellarum
73, 303, Red siskin, https://en.wikipedia.org/wiki/Carduelis_cucullata
74, 414, Red-necked aracari, https://en.wikipedia.org/wiki/Pteroglossus_bitorquatus
75, 395, Hook-billed hermit, https://en.wikipedia.org/wiki/Glaucis_dohrnii
76, 217, Magdalena tapaculo, https://en.wikipedia.org/wiki/Scytalopus_rodriguezi
77, 279, Amber Mountain rock thrush, https://en.wikipedia.org/wiki/Monticola_sharpei_erythronotus
78, 213, Boa Nova tapaculo, https://en.wikipedia.org/wiki/Scytalopus_gonzagai
79, 90, Black-naped pheasant-pigeon, https://en.wikipedia.org/wiki/Otidiphaps_insularis
80, 377, Aceh bulbul, https://en.wikipedia.org/wiki/Pycnonotus_snouckaerti
81, 215, Brasilia tapaculo, https://en.wikipedia.org/wiki/Scytalopus_novacapitalis
82, 13, Westland petrel, https://en.wikipedia.org/wiki/Procellaria_westlandica
83, 190, Sangihe pitta, https://en.wikipedia.org/wiki/Erythropitta_caeruleitorques
84, 226, Mount Kupe bushshrike, https://en.wikipedia.org/wiki/Telophorus_kupeensis
85, 82, Santa Cruz ground dove, https://en.wikipedia.org/wiki/Alopecoenas_sanctaecrucis
86, 88, Indigo-crowned quail-dove, https://en.wikipedia.org/wiki/Geotrygon_purpurata
87, 41, Kea, https://en.wikipedia.org/wiki/Nestor_notabilis
88, 129, White-crowned hornbill, https://en.wikipedia.org/wiki/Berenicornis_comatus
89, 288, Gola malimbe, https://en.wikipedia.org/wiki/Malimbus_ballmanni
90, 93, Mariana fruit dove, https://en.wikipedia.org/wiki/Ptilinopus_roseicapilla
91, 23, Hutton's shearwater, https://en.wikipedia.org/wiki/Puffinus_huttoni
92, 151, Bateleur, https://en.wikipedia.org/wiki/Terathopius_ecaudatus
93, 335, Amani sunbird, https://en.wikipedia.org/wiki/Anthreptes_pallidigaster
94, 358, Mao, https://en.wikipedia.org/wiki/Gymnomyza_samoensis
95, 144, Egyptian vulture, https://en.wikipedia.org/wiki/Neophron_percnopterus
96, 387, Spotted ground thrush, https://en.wikipedia.org/wiki/Zoothera_guttata
97, 429, Bannerman's turaco, https://en.wikipedia.org/wiki/Tauraco_bannermani
98, 3, Yellow-eyed penguin, https://en.wikipedia.org/wiki/Megadyptes_antipodes
99, 370, Loveridge's sunbird, https://en.wikipedia.org/wiki/Nectarinia_loveridgei
100, 131, Visayan hornbill, https://en.wikipedia.org/wiki/Penelopides_panini
