56, Musca,Q10435, https://en.wikipedia.org/wiki/Musca,Q10435
57, Norma,Q10582, https://en.wikipedia.org/wiki/Norma_(constellation),Q10582
58, Octans,Q10503, https://en.wikipedia.org/wiki/Octans,Q10503
59, Ophiuchus,Q8906, https://en.wikipedia.org/wiki/Ophiuchus,Q8906
60, Orion,Q8860, https://en.wikipedia.org/wiki/Orion_(constellation),Q8860
61, Pavo,Q10515, https://en.wikipedia.org/wiki/Pavo_(constellation),Q10515
62, Pegasus,Q8864, https://en.wikipedia.org/wiki/Pegasus_(constellation),Q8864
63, Perseus,Q10511, https://en.wikipedia.org/wiki/Perseus_(constellation),Q10511
64, Phoenix,Q10441, https://en.wikipedia.org/wiki/Phoenix_(constellation),Q10441
65, Pictor,Q10486, https://en.wikipedia.org/wiki/Pictor,Q10486
66, Pisces,Q8679, https://en.wikipedia.org/wiki/Pisces_(constellation),Q8679
67, Piscis Austrinus,Q10409, https://en.wikipedia.org/wiki/Piscis_Austrinus,Q10409
68, Puppis,Q9251, https://en.wikipedia.org/wiki/Puppis,Q9251
69, Pyxis,Q10473, https://en.wikipedia.org/wiki/Pyxis,Q10473
70, Reticulum,Q10498, https://en.wikipedia.org/wiki/Reticulum,Q10498
71, Sagitta,Q10513, https://en.wikipedia.org/wiki/Sagitta,Q10513
72, Sagittarius,Q8866, https://en.wikipedia.org/wiki/Sagittarius_(constellation),Q8866
73, Scorpius,Q8865, https://en.wikipedia.org/wiki/Scorpius,Q8865
74, Sculptor,Q9286, https://en.wikipedia.org/wiki/Sculptor_(constellation),Q9286
75, Scutum,Q10529, https://en.wikipedia.org/wiki/Scutum_(constellation),Q10529
76, Serpens,Q8910, https://en.wikipedia.org/wiki/Serpens,Q8910
77, Sextans,Q10525, https://en.wikipedia.org/wiki/Sextans,Q10525
78, Taurus,Q10570, https://en.wikipedia.org/wiki/Taurus_(constellation),Q10570
79, Telescopium,Q10546, https://en.wikipedia.org/wiki/Telescopium,Q10546
80, Triangulum,Q10565, https://en.wikipedia.org/wiki/Triangulum,Q10565
81, Triangulum Australe,Q10422, https://en.wikipedia.org/wiki/Triangulum_Australe,Q10422
82, Tucana,Q10567, https://en.wikipedia.org/wiki/Tucana,Q10567
83, Ursa Major,Q8918, https://en.wikipedia.org/wiki/Ursa_Major,Q8918
84, Ursa Minor,Q10478, https://en.wikipedia.org/wiki/Ursa_Minor,Q10478
85, Vela,Q10521, https://en.wikipedia.org/wiki/Vela_(constellation),Q10521
86, Virgo,Q8842, https://en.wikipedia.org/wiki/Virgo_(constellation),Q8842
87, Volans,Q10437, https://en.wikipedia.org/wiki/Volans,Q10437
88, Vulpecula,Q10519, https://en.wikipedia.org/wiki/Vulpecula,Q10519
